ID,category,file_name,location,include,archive_date,destroy_date,owner,notes
168,Escrow,"The Jay Group (Stony Battery Corp. Center, Phase II)","Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
169,Escrow Complete,It&#039s a Grind Coffee Shop (MHT),"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
170,Escrow,Imperial Homes - 2774 Kreider Rd. (MHT),"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
171,Escrow,"Honeysuckle Lane, 34 Units - Subdivision","Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
172,Escrow,Homewood Suites - Granite Run (MHT),"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
173,Escrow Complete,"Hills, Richard C. - 3250 Marietta Ave.","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices",5-Mar-07,1-Jan-80,Adm Asst,
174,Escrow Complete,Hess Property - 3868 Columbia Ave.,"Admin Building,Vault,Completed & Closed,4","Agreements, Correspondence, Invoices, Plans",23-Mar-09,1-Jan-80,Adm Asst,
175,Escrow,Hershey Mill Rd. - West (491 Hershy Mill Rd.),"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
176,Escrow,Hershey Mill Rd. East - Millstone Village,"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
177,Escrow,Hempfield Hill Estates,"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
178,Escrow Complete,"Heisey, Michael - Apts. @ 686 Bean Hill Rd.","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices",27-Aug-07,1-Jan-80,Adm Asst,
179,Escrow,Haydn Manor,"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
180,Escrow,Hassel Tract - Lot #s 2 & 3 @ BBP,"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
181,Escrow,Haverstick Farm - East Side of Donnerville Rd.,"Admin Building,General Office Area 022,Escrow,3",,1-Jan-80,1-Jan-80,Adm Asst,
182,Escrow,Lancaster Airport - Expansion of FBO (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
183,Escrow,"Knight, Bernice Subdivision (Hempfield St., Washington Boro)","Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
184,Escrow Complete,"Kun, Yim Jin Land Development - 3405 Columbia Ave.","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices",5-Mar-07,1-Jan-80,Adm Asst,
185,Escrow,Kline Services - Residual Building,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
186,Escrow,"Kline Services, Inc. - Truck Garage Facility","Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
187,Escrow,Kissinger Subdivision,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
188,Escrow Complete,Kissel Hill Commons - Phase III Final Plan,"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
189,Escrow Complete,Kissel Hill Commons - Phase II (MHT),"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
190,Escrow,Kissel Hill Commons - Lot 287 (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
191,Escrow,Keepsafe 2 (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
192,Escrow,Landis Estates (MHT) - Formerly Jake Landis Court/ Formerly McDonell Tract,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
193,Escrow,The Landings @ Eagle Heights (Final Phase - Additional 54 Units,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
194,Escrow,Landale - Formerly Landis Tract,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
195,Escrow Complete,Lancaster Toyota Mazda Collision Center,"Admin Building,Vault,Completed & Closed,6","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
196,Escrow Complete,Lancaster General Health Campus - Medical Office Bldg. 2112 Addition,"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
197,Escrow Complete,LGH Health Campus Expansions - Womans & Babies Rehab,"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
198,Escrow Complete,LGH Health Campus Expansion - Ambulatory Surgery Center,"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
199,Escrow,LCSWMA - Transfer Station (MHT) 2,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
200,Escrow,Lancaster County EMT Facility,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
201,Escrow,Lancaster Bible College - North Campus Expansion (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
202,Escrow Complete,Lancaster General Hospital Womaens & Babies - Temp. Units,"Admin Building,Vault,Completed & Closed,5","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
203,Escrow,Lancaster Laundry (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
204,Escrow,Living Hope Church,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
205,Escrow,"Lift, Inc.","Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
206,Escrow,Lay-Z Boy Furniture Showroom,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
207,Escrow,Laush Lane Lot 2 (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
208,Escrow,Lausch Lane Subdivision (MHT),"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
209,Escrow,Larkspur Crossing,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
210,Escrow,Luik Farm - Crossway Church,"Admin Building,General Office Area 022,Escrow,4",,1-Jan-80,1-Jan-80,Adm Asst,
211,Escrow Complete,65 Meadow Ln. (MHT) -Richard Weeber,"Admin Building,Vault,Completed & Closed,6","Agreements, Correspondence, Invoices, Plans",23-Mar-09,1-Jan-80,Adm Asst,
212,Escrow,Mariana - Office Bldg. - 501 Rohrerstown Rd.,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
213,Escrow,Manor Oaks Lot 146 (30 Units),"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
214,Escrow,Manor Oaks - Phase V,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
215,Escrow,Manor Oaks - Phase II,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
216,Escrow,Manor Heights,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
217,Escrow,Manor Blvd. Subdivision,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
218,Escrow,Manheim Twp. Module  Land Development,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
219,Escrow,Manheim Township High School - Neffsville Campus,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
220,Escrow,Neffsville Veterinary Clinic (MHT),"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
221,Escrow,Mountville Community Center,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
222,Escrow Complete,"Mowrer, Donald & Nancy (Residence - 101 Locust Rd., Mountville)","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices, Plans",5-Mar-07,1-Jan-80,Adm Asst,
223,Escrow,Miscellaneous Sewer Installation,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
224,Escrow,1896 Millersville Rd. - for Shepherd Family Ltd. Patnership,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
225,Escrow Complete,111 Millersville Rd - H2 Enterprises LLC - Subdivision,"Admin Building,Vault,Completed & Closed,7","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
226,Escrow,The Mews at Homestead Village,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
227,Escrow,2010 Oswego Drive Lot - Columbia,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
228,Escrow,Orthopedic Assoc. - North Pointe (MHT),"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
229,Escrow,North Pointe Business Center - Lot 6 (MHT),"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
230,Escrow,Noll Drive Subdivision - 3 lots: 1 Bank & 2 Office Buildings,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
231,Escrow,Nguyen Lot- 1750 Samar Rd. (MHT),"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
232,Escrow,New Hope Christian Fellowship,"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
233,Escrow,Neurology & Stroke Assoc. (MHT),"Admin Building,General Office Area 022,Escrow,5",,1-Jan-80,1-Jan-80,Adm Asst,
234,Escrow,Penns Crossing - Ph. III,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
235,Escrow,Penn Manor School Maint. Bldg. Project,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
236,Escrow,Penn Manor School - Comet Field Sewer Ext.,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
237,Escrow Complete,Penn Cinema (MHT) - Airport Rd.,"Admin Building,Vault,Completed & Closed,7","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
238,Escrow,Parkridge (Formerly Huber Tract) -MHT,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
239,Escrow,Parkfield - Phase 2,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
240,Escrow,Parkfield - Phase I (Formerly Fieldcrest Assoc.),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
241,Escrow,Pappas 2 lots - Dorsea Rd. @ Springvalley Rd.,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
242,Escrow,Papetti Holding Company Tract,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
243,Escrow,"Page, Dave & Cindy - 675 Church St. Landisville","Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
244,Escrow,Sam Ferguson Musser - Landisville,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
245,Escrow,St. Peters Church - Add-on (MHT),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
246,Escrow,St. Mary Coptic Orthodox Church,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
247,Escrow,"Ruby Tuesday, Inc. - Centerville Rd.","Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
248,Escrow,Roseville Realty Co. - 480 Running Pump Rd.,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
249,Escrow,Rohrerstown Elementary School,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
250,Escrow,Rohrer Tract Mixed Use Subdivision,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
251,Escrow,Rita&#039s Italian Ice,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
252,Escrow,Riley Lot 44B,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
253,Escrow,Rettew 3020 Assoc. Addition,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
254,Escrow,Rental Service Corp. Add-on (MHT),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
255,Escrow,Preserve @ Silver Spring,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
256,Escrow,Porter Tract,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
257,Escrow,830 Plaza Blvd. Expansion (MHT),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
258,Escrow,Southern Village - Phase II (Lanc. Twp.),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
259,Escrow,Southern Village - Formerly Stabler Tract,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
260,Escrow,SIM Properties LLC (650 Delp Rd.) MHT,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
261,Escrow,Sheetz Store (3101 Columbia Ave),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
262,Escrow,Sheetz Store - 3101 Columbia Ave,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
263,Escrow,Shawnee Resort (MHT),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
264,Escrow,Severn Tract Subdivision (4 Lots),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
265,Escrow,Schreiber Pediatric Rehab Center - Add-on,"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
266,Escrow,Sardsen Drive Subdivision - 3 Lots (MHT),"Admin Building,General Office Area 022,Escrow,6",,1-Jan-80,1-Jan-80,Adm Asst,
267,Escrow,Tobacco Rd. Condos,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
268,Escrow,"Treztark II, Ltd. - Stony Battery Commerce Center Phase 4","Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
269,Escrow Complete,Timson Place,"Admin Building,Vault,Completed & Closed,9","Correspondence, Invoices",19-May-10,1-Jan-80,Adm Asst,
270,Escrow,Sunset Ridge 2 (MHT) - formerly Crescent Ridge / Beiler 49 lots,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
271,Escrow,Sunset Ridge - MHT,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
272,Escrow,Summit Hills Portion of Phases 3 & 4,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
273,Escrow,1823 Stony Battery Rd. - Superior Homes,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
274,Escrow,Stoner Tract - 55 Lots,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
275,Escrow,Stonemill Subdivision (Manor Twp.),"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
276,Escrow,Stonemill Estates (MHT) - Formerly Bridle Estates,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
277,Escrow,Stable Downs,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
278,Escrow Complete,Spring Haven (MHT),"Admin Building,Vault,Completed & Closed,8","Correspondence, Invoices, Plans",30-May-08,1-Jan-80,Adm Asst,Project was withdrawn.
279,Escrow,The Village of Grande @ Millers Run - Phases I & II,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
280,Escrow,Village Garden II Apts. (MHT) Brethren Village,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
281,Escrow,Vietnamese Christian Alliance Church,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
282,Escrow,Veranda - formerly Getz Farm (Phase I),"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
283,Escrow,Union National Bank / Gold Cafe,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
284,Escrow,Twin Oaks Hollow,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
285,Escrow,Triple Construction (MHT),"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
286,Escrow,Villages of Springton - Phase III (Jacobs Creek Phase III),"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
287,Escrow,Villages of Springton - Phase II,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
288,Escrow,Villages of Springton - Phase II,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
289,Escrow,Villages of Springton Valley,"Admin Building,General Office Area 022,Escrow,7",,1-Jan-80,1-Jan-80,Adm Asst,
290,Escrow,Winchelsea (Hynicka Tract),"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
291,Escrow,Willow Bend - Legacy Homes,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
292,Escrow Complete,1015 Wheatland Drive - Lot C & F,"Admin Building,Vault,Completed & Closed,10","Agreements, Correspondence, Permits",23-Mar-09,1-Jan-80,Adm Asst,
293,Escrow,Wether Burn Commons (Fruitville Pike & Petersburg Rd),"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
294,Escrow,Westminister Presbyterian Church (MHT),"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
295,Escrow,Wenger Chiropractic (MHT),"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
296,Escrow,Weis Market #138 Add-on @ 1400 Stony Battery Rd.,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
297,Escrow,2935 Weaver Rd. Lot 2 (MHT),"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
298,Escrow,WAWA Rt. 462 & Prospect Rd.,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
299,Escrow,Walgreens #09876 - Golden Triangle Shopping Center,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
300,Escrow Complete,3050 Yellow Goose Rd. - Office,"Admin Building,Vault,Completed & Closed,10","Correspondence, Invoices, Plans",23-Mar-09,1-Jan-80,Adm Asst,
301,Escrow,Worthington Subdivision (MHT),"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
302,Escrow,Woods Edge - Villas @ Sutherland - Lot 20,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
303,Escrow,"Woods Edge - Phase 2, Section 4","Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
304,Escrow,"Woods Edge - Phase 2, Section 2B","Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
305,Escrow,Woods Edge - Phase 2 Section 2A,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
306,Escrow,Woods Edge - Armstrong Interceptor,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
307,Escrow,Woodcrest Villa - Phases 4-7,"Admin Building,General Office Area 022,Escrow,8",,1-Jan-80,1-Jan-80,Adm Asst,
