ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
147,Regulatory,PA DER Progress Report 1988,"Treatment Plant,Storage Room 211,1018",Report,11/02/2006,01/01/1980,Fertich,
148,Regulatory,PA DER Notification of Underground Stroage Tanks,"Treatment Plant,Storage Room 211,1018","Correspondence, Report",11/02/2006,01/01/1980,Fertich,Underground tank regulatory information dating from 1986 to 1994
149,Regulatory,NPDES  Permit Application 1986,"Treatment Plant,Storage Room 211,1018","Correspondence, Folder, Permits, Report",11/02/2006,01/01/1980,Fertich,Original letters and information includeing the amendment #3 to change the flow from 11.4 to 10.0 mgd
150,Capital Projects,Farmdale/Grayston Forcemain Acer Construction Management,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Invoices, Legal, Permits, Report",11/02/2006,01/01/1980,Lehman,"Includes legal opionon on bids, includes invoices"
151,Capital Projects,Farmdale Pumping Station Evaluation   Hyder,"Treatment Plant,Storage Room 211,1018","Correspondence, Invoices",11/02/2006,01/01/1980,Lehman,
152,Capital Projects,Godwin Pumps of Americal,"Treatment Plant,Storage Room 211,1018","Correspondence, Folder, Invoices",11/02/2006,01/01/1980,Lehman,Purchase of Portable pump for down at the plant. Dating from 1997
153,Capital Projects,Graystone Pumpin Station and Farmdale Forcemain Modifications,"Treatment Plant,Storage Room 211,1018","Bound Manual, Correspondence, Invoices, Report",11/02/2006,01/01/1980,Lehman,Dating from 1996 Includes the Project Manual (Spec&#039s)
154,Capital Projects,Grayston Forcemain Replacement,"Treatment Plant,Storage Room 211,1018","Correspondence, Invoices",11/02/2006,01/01/1980,Lehman,Dating from 1996
155,Capital Projects,Graystone #1 Pump Station,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Folder, Invoices, Legal, Report",11/02/2006,01/01/1980,Fertich,"Title, deeds, agreement of sale and other information pertaining to purchasing the Graystone #1 Pumping Station Site. Dating about 1973 PUrchased from Charles Metzler and Dorothy Metzler"
156,Capital Projects,Grayston #2 Pumping Station,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Folder, Invoices, Legal, Report",11/02/2006,01/01/1980,Lehman,"Deeds, Agreements of Sale, Title insurance infomration for the purchase of the Graystone #2 site dating back to 1969"
157,Capital Projects,Hamlet of Bluerock,"Treatment Plant,Storage Room 211,1018",Correspondence,11/02/2006,01/01/1980,Knepp,"Information onf pump rates, Hand calculations"
158,Capital Projects,Hamlet of Blue Rock Construction of Graystone Forcemain,"Treatment Plant,Storage Room 211,1018","Agreements, Bound Manual, Correspondence, Invoices",11/02/2006,01/01/1980,Knepp,"Includes constructionspecification, agreement for construction and some plans dating around 1986"
159,Capital Projects,Hamlet of Blue Rock Forcemain replacement,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence",11/02/2006,01/01/1980,Knepp,Agreements for design of replacement of forcemain with engineering companys--- PSC and Rettew
160,Capital Projects,Holland Hills Pumping Station,"Treatment Plant,Storage Room 211,1018",Correspondence,11/02/2006,01/01/1980,Knepp,Correspondence with review of capacity of Holland Hills PS by developer Luecker of Homeland Corp. Dating around 1993
161,Capital Projects,Landisville #1 Pumping Station,"Treatment Plant,Storage Room 211,1018","Correspondence, Invoices, Legal, Plans, Report, Rights of way",11/02/2006,01/01/1980,Knepp,Information on land acquistion and other past projects at station dating from 1975 to 1991
162,Capital Projects,Landisville  #2 Pumping Station,"Treatment Plant,Storage Room 211,1018","Correspondence, Invoices, Legal, Plans, Rights of way",11/02/2006,01/01/1980,KNepp,Information dating from 1968 to 1982 concerning the purchase and other activities at the Landisville Pumping Station #2
163,Capital Projects,Locust Grove Pumping Station,"Treatment Plant,Storage Room 211,1018","Bound Manual, Correspondence, Legal, Permits, Plans, Report, Rights of way",11/02/2006,01/01/1980,Knepp,"Water Quality permit, Plans, information on permiting. Conrail crossing, Mountville Pumping Station"
164,Capital Projects,Locust Grove PUmpingStation Evaluation of Modifications to Expand Capacity,"Treatment Plant,Storage Room 211,1018","Agreements, Bound Manual, Report",11/02/2006,01/01/1980,Fertich,Report dating 1996 from Acer Engineers
165,Capital Projects,Locust Grove PUmping Station,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Invoices, Legal, Permits, Plans",11/02/2006,01/01/1980,Fertich,"Legal action against Conewago Contractors, Agreements, Permits and some plans dating from 1982 to 1986. Includes applications for payment from Contractors"
166,Professionals/Vendor,Manhole Repair Services Contract with Acer,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Invoices",11/02/2006,01/01/1980,Lehman,Work dating around 1997
167,Capital Projects,Manhole Reahbilitation Project Construction Phase Rogele,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Folder, Invoices",11/02/2006,01/01/1980,Lehman,Project folder dating 1996 for constrution by Rogele
168,Capital Projects,I/I Manhole Repair and Reahblitation Phase I Video Pipe Services,"Treatment Plant,Storage Room 211,1018","Agreements, Bound Manual, Correspondence, Folder, Invoices",11/02/2006,01/01/1980,Lehman,Includes Specifications prepared by Rettew in October 1989
169,Professionals/Vendor,I/I Phase II INflow Nvestiation with,"Treatment Plant,Storage Room 211,1018","Agreements, Correspondence, Folder, Invoices, Legal, Report",11/02/2006,01/01/1980,Lehman,Includes legal opinion on enforcement of  sump pump procedures. Includes infiltration study done by Rettew dated September 1992
170,Capital Projects,Inflow and Infiltration REhabilitation to SEwers and Manholes,"Treatment Plant,Storage Room 211,1018","Correspondence, Invoices",11/02/2006,01/01/1980,1994,"I/I work paid to contractors Hemplock Springs,Video Pipe Services, Also includes tables of manhole inspections"
171,Capital Projects,Meodows Edge Pumping Staiton,"Treatment Plant,Storage Room 211,1018","Correspondence, Deeds/Titles, Legal, Plans",11/02/2006,01/01/1980,Fertich,Deed informaton and other correspondence concerning the dedication of the site
172,Capital Projects,Millersville Pipe Pumping Station,"Treatment Plant,Storage Room 211,1018","Correspondence, Deeds/Titles, Folder, Invoices, Plans, Rights of way",11/02/2006,01/01/1980,Fertich,"Easements, deeds and correspondance with George Delp dating from 1975 to 1982"
173,Capital Projects,Monticello Pumping Station (Georgetown Hill),"Treatment Plant,Storage Room 211,1018","Correspondence, Deeds/Titles, Folder, Legal, Plans, Report",11/02/2006,01/01/1980,Fertich,Correspondance associated with design and ownership of the station. Dating back 1981 to 1983
174,Capital Projects,Alarm Folder for Administration Building,"Treatment Plant,Storage Room 211,1020","Correspondence, Permits",11/03/2006,01/01/1980,Knepp,Informatoin about Commmonwealth Security and East Hempfield Township alarm permit application
175,General,Association of Metropolitan Water Agencies AMWA,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Kyle,Security Advisories Update Contact Information
176,Financial,Arbitrage 1990 Bonds,"Treatment Plant,Storage Room 211,1020","Invoices, Legal, Report",11/03/2006,01/01/1980,Lehman,ARbitrage Rebate Calulations dating from 1995
177,Financial,Arbitrage 1992 Bonds,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Lehman,Penn Capital Gordon Walker- Calculations on Arbitrage
178,Capital Projects,Arbitrage REbate 1992 Bonds,"Treatment Plant,Storage Room 211,1020","Correspondence, Legal",11/03/2006,01/01/1980,Lehman,1992
179,General,Annual Survey of Geoernment Employment,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Lehman,1982 to 1999
180,Professionals/Vendor,Auditors Simon Lever,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Lehman,dating from 1994
181,General,Bids Original Copies of Specs,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Kyle,"Bid specs for gasoline, ferrus sulfate, Potassium Permanganate, Dump Truck, Roller"
182,General,Unsuccessful Bids,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Kyle,Misc bids from numerous bidders.
183,Financial,Bond Issues 1990,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Legal",11/03/2006,01/01/1980,Lehman,Letter from Kahy Gray to Mellon Bank dated 1993
184,Financial,Bonds Sewer Revenue Bons SEries of 1990 Arbitrage REbate,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Legal",11/03/2006,01/01/1980,Lehman,Letter from Kathy Gray to LASA dated March 1995 concerning Arbitrage
185,Professionals/Vendor,Buchart Horn,"Treatment Plant,Storage Room 211,1020","Agreements, Correspondence, Folder, Invoices",11/03/2006,01/01/1980,Fertich,Information on Buchart Horn and the proposal for Operator Trainning
186,Professionals/Vendor,Camp Dresser McKee CDM,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Fertich,General information on CDM. Some correspondence about Construction Costs for BNR Racilities dated 1992
187,Financial,Capital Contrubutions to LASA by Industrial Users,"Treatment Plant,Storage Room 211,1020",Report,11/03/2006,01/01/1980,Lehman,Pretreatment calcuation informaiton dating from 1986 to 1990
188,Professionals/Vendor,Alfa Laval Centrifuge,"Treatment Plant,Storage Room 211,1020","Correspondence, Report",11/03/2006,01/01/1980,Fertich,Report from Ed Zalewski concerning the Centrifuge trails from 2000
189,Capital Projects,Charlestown Forcemain Break No. 2,"Treatment Plant,Storage Room 211,1020","Correspondence, Invoices, Report",11/03/2006,01/01/1980,Fertich,"Recommendations from Acer, change order request with Ronca"
190,Pretreatment,Chesapeak Bay Foundation Annual Report,"Treatment Plant,Storage Room 211,1020","Correspondence, Report",11/03/2006,01/01/1980,Fertich,"information about the Chesapeak Bak Foundation. Correspondance concerning the LASA Discharge. Report on Sewage Treatment Plant Performance REview, and information on the Pretreatment of sewage going to the bay"
191,General,Clean Air Advisor Publication,"Treatment Plant,Storage Room 211,1020",Folder,11/03/2006,01/01/1980,Fertich,Newsleter dated September 1992 concerning the air control regulations and advanced techologies.
192,Capital Projects,collection System Rohrerstown Road Line,"Treatment Plant,Storage Room 211,1020","Correspondence, Invoices",11/03/2006,01/01/1980,Fertich,"Quotes from BR Kreider, Brubacher and Andrews Excavating"
193,Professionals/Vendor,Commonwealth Security Systems,"Treatment Plant,Storage Room 211,1020","Correspondence, Invoices",11/03/2006,01/01/1980,Kyle,"Information on Commonwealth Security Systgems, original quote dated 1996"
194,Professionals/Vendor,Coyne Chemicals,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Knepp,Letter from David Maugle of Coyne Chemical complaining about not being able to bid
195,Professionals/Vendor,David Water and Waste,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Knepp,Information on our bids from David for Ferrus Sulfate dating around 1992. Including letter about lab test results of Davis&#039s ferrous
196,Financial,Act 339 Department of Environmental Resources DER,"Treatment Plant,Storage Room 211,1020","Correspondence, Legal, Permits",11/03/2006,01/01/1980,Lehman,Act 339 application for 1991 to 2002
197,General,Department of Health and Human Services,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Report",11/03/2006,01/01/1980,Kyle,Group Health Plan Report
198,Regulatory,PA Department of Labor and  Industry,"Treatment Plant,Storage Room 211,1020","Correspondence, Legal",11/03/2006,01/01/1980,Knepp,NOV&#039s about a vessel at the Plant
199,Regulatory,PA DEP Monthly Sludge Analysis Report 1997-2002,"Treatment Plant,Storage Room 211,1020","Correspondence, Permits",11/03/2006,01/01/1980,Fertich,
200,Regulatory,PA DEP NPDES Permit Application 1996,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Permits",11/03/2006,01/01/1980,Fertich,
201,Regulatory,PA DER Air Quality Permitting,"Treatment Plant,Storage Room 211,1020","Correspondence, Permits",11/03/2006,01/01/1980,Fertich,One Letter from Acer to John Snyder concerning permitting of wastewater tratment plant for VOC Emissions.
202,Regulatory,PA DER Annual Report Chapter 94 1988,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Permits, Report",11/03/2006,01/01/1980,Fertich,1988 Chpater 94 report
203,Regulatory,PA DER Land Application Regulations,"Treatment Plant,Storage Room 211,1020","Bound Manual, Correspondence, Folder, Permits",11/03/2006,01/01/1980,Fertich,Information and reports and mauals from PA DER concerning land application dating around 1998
204,Regulatory,PA DER Operator License Information,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Permits",11/03/2006,01/01/1980,Fertich,Dating from 1982 concerning the need for Michael O Williams to be the licensed operator down at the plant.
205,Regulatory,PA DER Notification of NPDES Permit Violations,"Treatment Plant,Storage Room 211,1020","Correspondence, Folder, Invoices, Legal, Permits",11/03/2006,01/01/1980,Fertich,Information about permit violations at the LASA plant from 1985 to 1987
206,Regulatory,Federal Communications Commission,"Treatment Plant,Storage Room 211,1020",Correspondence,11/03/2006,01/01/1980,Fertich,Conversion Regulations of CORES
207,Regulatory,PA DER Water Quality Management Permits,"Treatment Plant,Storage Room 211,1020","Correspondence, Legal, Permits",11/03/2006,01/01/1980,Fertich,Dating from 1971 to 1988  Water Quality Mangaement PErmits for projects
