PID, Project, Res_Type, Res_Amount, User_Type, Treatment_Location, Phase, Contact_To, Notes, Escrow_Refund, Project_Complete, PumpStation, Utility, D_Contact, E_Contact, Required, OpenDate, EscrowFile, LastUpdate, Status, GISID, E_Name, D_Name, Municipality
"243","The Village at Funk&#039s Farm - Commercial","GPD","0","C","N/A","Capacity","Engineer",,,,"34","6","John Hogan","Jeremy Davis",,"2008-09-15","08650","2009-09-21","Open",,"David Miller Associates, Inc.","Hogan and Herr","MANOR TOWNSHIP"
"244","West Hempfield Fire & Rescue New Emergency Services Complex","IDU","1","R","LASA","Capacity","Engineer","09/12/08  Rec&#039d $225 & $1000 Escrow for Application to Connect & Plan Review.
                 Will forward to Fran to deposit then to Scot for Review & Comment.
09/12/08  Also received Application for Reservation w/$100. Will have Scot review
                 Application before forwarding $ to Fran.


Comments by:Melissa Paules 9/15/2008 9:37:01 AM
------------------------------------------------------------
Firehouses are considered i unit for the purposes of tapping fees and billing. for planning purposes there actual flow is used.
Comments by:Scot Fertich 9/23/2008 8:57:34 AM
------------------------------------------------------------
08/20/09  Sent letter of Notice of Capacity Reservation Expiration 
                 Expiration Date is 09/16/09, 1 IDU Minimum for Public Bldg.

Comments by:Melissa Paules 8/20/2009 10:47:01 AM
------------------------------------------------------------",,,"8","2","Kirk Ament","Denise M. Dohner","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-09-15","08651","2010-03-01","Open","3009491200000","Harbor Engineering, Inc.","West Hempfield Fire & Rescue","WEST HEMPFIELD TOWNSHIP"
"245","Providence Heights","IDU","47","R","LASA","Capacity","Developer","10/01/08  Rec&#039d Application for Connection w/$225 Escrow. Will forward to Fran to Deposit and then to Scot for Review and Comment.

***ALSO:  AS PER SCOT - NEED TO FIND OUT ABOUT EXISTING BUILDING AND FLOW

PROPERTY ADDRESS IS:  3905 COLUMBIA AVE
2 ACCOUNTS ARE ACTIVE ON THIS ADDRESS AS FOLLOWS:

ACCOUNT #058023, PERMIT #6399, 5,122 GPD COMMERCIAL FOR:
ADORERS OF THE BLOOD OF CHRIST 
AND
ACCOUNT #052134, PERMIT #11197 1 IDU RESIDENTIAL FOR:
ST JOSEPH CONVENT - COTTAGE

Comments by:Melissa Paules 10/2/2008 11:30:44 AM
------------------------------------------------------------",,,"16","1","Nick Beard","None","Reservation Required, Development Review Fee","2008-10-02","08652","2009-09-21","Open","3007192500000","None","Homes For America","WEST HEMPFIELD TOWNSHIP"
"246","LCSWMA Parcel Remediation Temporary Sewer Connection","GPD","0","C","LASA","Construction","Engineer","10-15-08-  Rec&#039d Application for Connection w/$250 Escrow amount. Will forward to Fran  to Deposit, then to Scot for Review and Comment.
Comments by:Melissa Paules 10/17/2008 9:01:15 AM
------------------------------------------------------------",,,"7","6","Keith Orris","Alison M. O&#039Brien",,"2008-10-17","08654","2010-03-01","Open",,"ARM Group, Inc.","Franklin & Marshall College","MANHEIM TOWNSHIP"
"247","Danz Property @ 311 E. Oregon Rd.","IDU","1","R","Lancaster City","Closeout","Developer","10/17/08  Rec&#039d Application for Connection,
10/20/08  Rec&#039d $250/Escrow amount. Will forward to Fran to Deposit $, then to Scot
                 for review and comment.

***NOTE: THIS PROJECT IS FROM SEPTIC TO SEWER

Comments by:Melissa Paules 10/21/2008 8:40:41 AM
------------------------------------------------------------",,,"40","4","Yvette Danz","None","Road Opening Permit, Indemnification Needed, Final Inspection, Project Complete & Closed","2008-10-17","08655","2014-06-05","Open","3908648000000","None","Danz, Russ & Yvette","MANHEIM TOWNSHIP"
"248","The Oaks II","GPD","3006","C","Lancaster City","Capacity","Engineer","10/27/08  Rec&#039d Application for Connection w/$225 Escrow and 
                 $1000.00 Escrow for Plan Review. Will forward to Fran to deposit and then to 
                 Scot for review and comment.

THIS PROJECT PROPERTY ADDRESS HAS A CURRENT SEWER ACCOUNT #079131 AND CONNECTION PERMIT #26773.  BUILDING WAS DEMOLISHED, LATERAL WAS CAPPED AND CAPACITY RESERVED BY PAYMENT OF QUARTERLY BILLING.

Comments by:Melissa Paules 10/28/2008 4:16:17 PM
------------------------------------------------------------",,,"40","4",,"Thomas Matteson","Financial Security Required, Development Review Fee, Final Plan Approval, Road Opening Permit, Planning Module Approved, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-10-28","08656","2009-09-21","Open","3903092100000","Diehm & Sons, Inc.","BFW Group","MANHEIM TOWNSHIP"
"249","Long, David @ 525 Koser Rd - Septic to Sewer","IDU","1","R","LASA","Closeout","Developer","12/02/08  Rec&#039d Application for Connection w/$225 Esrow. Will forward to Fran to
                 Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 12/4/2008 10:07:46 AM
------------------------------------------------------------",,,"7","3","David Long","None","Road Opening Permit, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-12-04","08657","2012-09-07","Open","3905808300000","None","David Long","MANHEIM TOWNSHIP"
"250","Manheim Township Library","IDU","1","C","LASA","Closeout","Engineer","12/03/08  Rec&#039d Appication for Connection w/$225 Escrow. Will forward to Fran to
                 Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 12/4/2008 10:18:44 AM
------------------------------------------------------------
SINCE THIS IS A PUBLIC BUILDING THEY WILL PAY FOR RESERVE OF MINIMUM GPD = $100.00 AND WILL BE BILLED MINIMUM USAGE.
 
Comments by:Melissa Paules 2/4/2009 2:46:25 PM
------------------------------------------------------------",,,"7","4","Mike Rimer","Michael Smith PE","Reservation Required, Development Review Fee, Final Plan Approval, Planning Module Approved, Final Inspection, Project Complete & Closed","2008-12-04","08658","2012-09-06","Open","3909214300000","Derck & Edson Associates","Manheim Township","MANHEIM TOWNSHIP"
"251","Stauffer Park New Restroom Facility","GPD","0","C","N/A","Closeout","Engineer","12/11/08 Rec&#039d Application for Connection w/$1,000.00 Escrow. 
                Will split $225 for capacity review and $775.00 for plan review.
Will forward $ to Fran to Deposit, then Scot for Review and Comment.

Comments by:Melissa Paules 12/12/2008 10:06:50 AM
------------------------------------------------------------",,,"34","6","Fulton Financial Advisors","Benjamin Craddock","Development Review Fee, Final Plan Approval, Escrow Refunded, Project Complete & Closed","2008-12-12","08659","2014-06-05","Open",,"C.S. Davidson, Inc.","Helen Ludgate Stauffer Trust","MANHEIM TOWNSHIP"
"252","2363 Oregon Pike","GPD","0","C","Lancaster City","Construction","Engineer","12/22/08  Rec&#039d Application for Connection w/$225 Escrow and Plan Set w/$1000 Plan 
                 Review.  Forwarded to Fran to Deposit $ then to Scot for Review & Comment.

2363 OREGON PIKE ADDRESS UNDER CURRENT PERMIT #25937, ACCOUNT #079025, 
PERMITTED FLOW 13,097 GPD

Comments by:Melissa Paules 12/23/2008 9:56:34 AM
------------------------------------------------------------
No proposed increase in flow.
Comments by:Scot Fertich 1/12/2009 1:01:17 PM
------------------------------------------------------------
MAKE SEPARATE PERMIT & ACCOUNT FOR THE CVS STORE AS IT WILL BE ITS OWN
BLDG W/ITS OWN WATER METER AND LATERAL.  DEDUCT 238 GPD FROM CURRENT
PERMIT & ACCOUNT FOR CVS PERMIT.

REMAINING STORES ARE TO BE ON CURRENT PERMIT W/ONE WATER METER AS PER DRAWINGS.

Comments by:Melissa Paules 3/3/2010 3:35:31 PM
------------------------------------------------------------",,,"37","4","David E. Marschka","Doug Matthews","Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2008-12-23","08660","2011-04-20","Open","3906548000000","David Miller Associates, Inc.","Landis Valley Partners LP","MANHEIM TOWNSHIP"
"253","Lancaster Contact Lens Inc","GPD","238","C","Lancaster City","Closeout","Engineer","12-29-08  Rec&#039d Application for Connection w/$225 Escrow. Will forward to Fran to
                 Deposit $, then to Scot for Review and Comment.

NOTE: ***ADDRESS IS CURRENTLY SERVED WITH PERMITTED FLOW OF 497 GPD
                 PERMIT #27867,  ACCOUNT #079215

Comments by:Melissa Paules 1/5/2009 9:59:19 AM
------------------------------------------------------------",,,"40","4","Dominic C Siviglia","William Cromleigh","Financial Security Required, Development Review Fee, Final Plan Approval, Escrow Refunded, Project Complete & Closed","2009-01-05","09661","2011-08-11","Open","3906824900000","Diehm & Sons, Inc.","Dominic C Siviglia","MANHEIM TOWNSHIP"
"254","Giant Food Store #39 @ Lancaster Shopping Center","GPD","1900","C","Lancaster City","Construction","Engineer","01/15/09  Rec&#039d Application for Connection w/$225 Escrow and Plan Set w/$1000 Escrow.
                 Will forward to Fran to Deposit $, then to Scot for Review and Comment.
      
*NOTE*
EXISTING PERMIT #26350, ACCOUNT #079079 FOR PERMITTED FLOW OF 5050 GPD
(Copies in Escrow Folder).
Comments by:Melissa Paules 1/20/2009 9:59:06 AM
------------------------------------------------------------",,,"40","4",,"Timothy R. Diehl PE","Reservation Required, Financial Security Required, Development Review Fee, Final Plan Approval, Road Opening Permit, Planning Module Approved, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2009-01-20","09662","2011-01-20","Open","3906939000000","J. Michael Brill & Associates, Inc.","Giant Food Stores LLC","MANHEIM TOWNSHIP"
"255","Diller Tract 2009 aka Landon Way Commons","IDU","13","R","LASA","Construction","Engineer","01/30/09  Rec&#039d Application for Connection w/$225 Escrow for Capacity Review &
                 Rec&#039d Plan Sets w/$1,000 Escrow for Plan Review &
                 Rec&#039d Application for Capacity Reservation w/$1,300 Fee for 13 IDU&#039s
*****
WILL CLOSE OLD ESCROW FILE FOR DILLER TRACT (CAPACITY IS EXPIRED) &
SET UP THIS NEW FILE FOR DILLER TRACT 2009 &
START OVER W/THE NEW PLANS, ETC.
*****
Will forward $ to Fran to deposit then to Scot for Review and Comment.

Comments by:Melissa Paules 2/2/2009 11:49:15 AM
------------------------------------------------------------",,,"7","4","Peter Alecxih Jr","Doug Matthews","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2009-02-02","09663","2014-04-25","Open","2908858400000","David Miller Associates, Inc.","Greystone Construction Inc","EAST HEMPFIELD TOWNSHIP"
"256","Prospect Ultra Wash","GPD","1083","C","LASA","Closeout","Engineer","02/02/09  Rec&#039d Application for Connection w/$225 Escrow. Will forward to Fran to 
                 Deposit $, then to Scot for Review and Comment.
*****
NOTE: THIS PROJECT ADDRESS IS CURRENTLY CONNECTED AS RESIDENTIAL,
            PERMIT #14041, ACCOUNT #053261, 1 IDU, Copy of Permit in Escrow folder.
*****

Comments by:Melissa Paules 2/3/2009 2:21:05 PM
------------------------------------------------------------
Note that this is an existing connection that will need to change from residential to commercial. Will need to get the water meter number so it can be put into billing-
Comments by:Scot Fertich 2/16/2009 9:24:49 AM
------------------------------------------------------------",,,"16","1","J. Scott Funk","Christopher L. Sestrich","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2009-02-03","09664","2010-03-22","Open","3002396000000","Saxinger & Associates, Inc.","J. Scott Funk","WEST HEMPFIELD TOWNSHIP"
